learner_id,name,affiliation
5483,Chancellor Swenson,Shopko Stores Inc
5484,Sasha Gamboa,Pantry Inc
5485,Antoine Akins,Encompass Services Corporation
5486,Shea Ragan,Danaher Corporation
5487,Osvaldo Hirsch,Stanley Works
5488,Jameson Leyva,Ryland Group Inc.
5489,Chancellor Ventura,Noble Energy Inc
5490,River Ballard,J.P. Morgan Chase & Co.
5491,Dominik Draper,US Airways Group Inc
5492,Anders Ibrahim,Hibernia Corp.
5493,Leila Haines,Avista Corporation
5494,Kristian Mcnutt,Qwest Communications Intl Inc
5495,Kathryn Zink,Energy East Corporation
5496,Jarret Saucedo,Teradyne Inc
5497,Kristopher Aguayo,Greif Bros. Corporation
5498,Royce Donald,Western Gas Resources Inc
5499,Bridget Jolly,Acterna Corp.
5500,Jackie Pauley,NCR Corporation
5501,Davin Robertson,Thomas & Betts Corporation
5502,Sadie Welsh,Toll Brothers Inc
5503,Daylon Paulson,A.G. Edwards Inc.
5504,Shanice Herman,Comdisco Inc.
5505,Averi Dewey,Walter Industries Inc
5506,Myles Matheny,BellSouth Corporation
5507,Jim McGraw,Charter Communications Inc.
5508,Nyah Ridgeway,IDT Corporation
5509,Brionna Still,Whole Foods Market Inc
5510,Kailee Xu,Saks Inc
5511,Iyana Chastain,AMERCO
5512,Tamara Bundy,Wachovia Corporation
5513,Betsy Colby,Sherwin-Williams Company
5514,Noah Witte,The Lubrizol Corporation
5515,Katia Snell,American Standard Companies Inc.
5516,Lesly Cope,Western Digital Inc
5517,Rhonda Hoyt,Verizon Communications Inc
5518,Celeste Cho,Lehman Brothers Holdings Inc.
5519,Yazmin Hildebrand,Corning Inc.
5520,Kenneth McFarland,Farmland Industries Inc.
5521,Emely Rockwell,Family Dollar Stores Inc.
5522,Jamari Radford,Molex Incorporated
5523,Zoe Franklin,United Parcel Service Inc
5524,Shlomo Linton,Radio Shack Corporation
5525,Addie Fontaine,Crane Co.
5526,Amanda Lewis,Ivax Corp.
5527,Tahj Love,Storage Technology Corporation
5528,Raelyn Shelley,IT Group Inc.
5529,Clayton Roush,Provident Financial Group
5530,Joseph Cash,National Service Industries Inc
5531,Agustin Lindsey,Huntington Bancshares Inc.
5532,Tierra Richter,M & T Bank Corporation
5533,Brittany Schreiber,Banta Corporation
5534,Kamren Holbrook,AnnTaylor Inc.
5535,Lia Yancey,Harris Corp.
5536,Jaycob Moya,Ryland Group Inc.
5537,Darrin Kruse,Jefferson-Pilot Co.
5538,Morris Zook,Oglethorpe Power Corp.
5539,Tye Street,Brunswick Corporation
5540,Keanna Nesbitt,Qualcomm Inc
5541,Xiomara Banuelos,Goldman Sachs Group Inc.
5542,Anderson Busch,IDT Corporation
5543,Alaina Shapiro,Family Dollar Stores Inc.
5544,Yessenia Tavares,Owens & Minor Inc.
5545,Tristian Straub,Quantum Corp
5546,Jamir Zaragoza,Enron Corp.
5547,Eric Otto,Exide Technologies
5548,Randall Shah,LSI Logic Corporation
5549,Tiera Lira,Caremark Rx Inc.
5550,Terrance Adler,Mirant Corporation
5551,Ismael Guerra,Amgen Inc.
5552,Jesse Salazar,Constellation Emergy Group Inc.
5553,Laila Law,Foamex International Inc
5554,Gilberto Weathers,K-Mart Corp.
5555,Rasheed Flanders,Radio Shack Corporation
5556,Ariel Covey,Unocal Corporation
5557,Ty Dayton,Commercial Metals Co.
5558,Brieanna Saenz,Bristol-Myers Squibb Company
5559,Jala Kincaid,Lennox International Inc.
5560,Zain Lindley,El Paso Corporation
5561,Maximiliano Lyons,Rockwell Collins Inc
5562,Racheal Stahl,Computer Associates International Inc.
5563,Alesha Shelton,Atmel Corporation
5564,Jerrod Hutton,M & T Bank Corporation
5565,Livia Tucker,PacifiCare Health Systems Inc
5566,Turner Angulo,Owens Corning
5567,Bishop Seifert,Motorola Inc.
5568,Shreya Chu,MetLife Inc.
5569,Annika Mazur,Honeywell International Inc.
5570,Elisha Strand,Stater Bros. Holdings Inc.
5571,Colette Levin,J.P. Morgan Chase & Co.
5572,Carter Temple,Delta Air Lines Inc.
5573,Ronnie Guerrero,SunTrust Banks Inc
5574,Tabatha Spalding,DTE Energy Co.
5575,Jaeden Muhammad,Marathon Oil Corporation
5576,Britany Tinsley,Milacron Inc.
5577,Makaylah Phillips,Millennium Chemicals Inc.
5578,Alvaro Talbot,Regions Financial Corp.
5579,Courtney Estes,Phelps Dodge Corp.
5580,Constance Batson,Polo Ralph Lauren Corp
5581,Analise Mancuso,CBRL Group Inc.
5582,Lamar Sturm,R.R. Donnelley & Sons Company
5583,Trevor Galindo,Hershey Foods Corp.
5584,Levi Presley,Compass Bancshares Inc
5585,Ananda Tellez,CDI Corp.
5586,Heriberto Weiss,Kimberly-Clark Corporation
5587,Martin Kong,Maytag Corporation
5588,Braedon Sabo,Kellwood Company
5589,Joanna Anglin,CMS Energy Corp.
5590,Lane Crain,The Lubrizol Corporation
5591,Francisco Card,Potlatch Corp
5592,Kyndal McGregor,Washington Post Co.
5593,Caitlin Vu,Precision Castparts Corp
5594,Trevion Cano,Michaels Stores Inc.
5595,Alyssia Leon,Bethlehem Steel Corporation
5596,Keaton Ali,TruServ Corporation
5597,Drake Artis,Longs Drug Stores Corporation
5598,Eva Lucero,Great Plains Energy Inc.
5599,Cori Hopkins,Norfolk Southern Corporation
5600,Tyla Santana,C. H. Robinson Worldwide Inc.
5601,Kegan Horn,Hormel Foods Corp.
5602,Michaela Andrew,WestPoint Stevens Inc
5603,Justice Browne,Ferro Corp.
5604,Jakayla Marcus,Kimberly-Clark Corporation
5605,Natali Crow,Morgan Stanley Dean Witter & Co.
5606,Jailene Wise,H&R Block Inc.
5607,Paul Merriman,International Multifoods Corporation
5608,Dallas Hein,The McGraw-Hill Companies Inc.
5609,Xzavier Demers,RPM Inc.
5610,Trayvon Edge,Praxair Inc
5611,Callista Darling,Continental Airlines Inc.
5612,Darlene Porter,Oracle Corp
5613,Tyree Whitley,Insight Enterprises Inc.
5614,Georgina Stanton,ConAgra Foods Inc.
5615,Krysta Draper,Provident Financial Group
5616,Christie Brien,Knight-Ridder Inc.
5617,Abril Almanza,Landstar System Inc.
5618,Dejon Tennant,TECO Energy Inc
5619,Anderson Rosales,Xerox Corp
5620,Antwan Thurman,Marathon Oil Corporation
5621,Norman Van,Burlington Resources Inc.
5622,Anais Belcher,Coca-Cola Co.
5623,Kalvin Bowles,Robert Half International Inc.
5624,Noe Titus,Fortune Brands Inc.
5625,Jesse Shah,Nacco Industries Inc
5626,Brennen Devlin,H.B. Fuller Company
5627,Corey Hsu,CSX Corp.
5628,Emilee Ash,Rite Aid Corp
5629,Mariano Hemphill,AOL Time Warner Inc.
5630,Kalista Rich,Merrill Lynch & Co. Inc.
5631,Stanley Ramirez,Pharmacia Corp
5632,Eileen Villalobos,Occidental Petroleum Corp
5633,Tobias Joyner,JDS Uniphase Corp.
5634,Royce Donald,Smithfield Foods Inc
5635,Arnold Scholl,American Standard Companies Inc.
5636,Chastity Durant,Equity Residential Properties Trust
5637,Ty Ashton,Phoenix Companies Inc
5638,Jada Calloway,VF Corporation
5639,Terrance Kelsey,Jack In The Box Inc.
5640,Matthew Woods,Cinergy Corp.
5641,Alexcia Regalado,Lennox International Inc.
5642,Madisyn Barrera,BJ Services Company
5643,Maura Bowles,Fifth Third Bancorp
5644,Shane Schmid,Principal Financial Group Inc.
5645,Kyndall Gallagher,Stewart & Stevenson Services Inc
5646,Maryann Dotson,Provident Financial Group
5647,Forrest Dowdy,Ciena Corp.
5648,Forrest Graf,Simon Property Group Inc
5649,Mayra Campos,Del Monte Foods Co
5650,Sonja Jeter,Reliant Energy Inc.
5651,Jaden Belt,Murphy Oil Corporation
5652,Tristian Ruiz,Veritas Software Corporation
5653,Brad Bauman,CBRL Group Inc.
5654,Anderson Rosales,Shopko Stores Inc
5655,Anai Ward,TJX Companies Inc
5656,Dylon Porter,Compass Bancshares Inc
5657,Aysia Woodson,Noble Energy Inc
5658,Jordyn Durant,Encompass Services Corporation
5659,Blake Bartels,Tenneco Automotive Inc.
5660,Marion Carreon,Tenet Healthcare Corporation
5661,Aisha Olsen,Level 3 Communications Inc.
5662,Olga Guillen,Dollar General Corporation
5663,Cade Partridge,Walt Disney Co
5664,Jesse Novak,McKesson Corporation
5665,Desmond Marroquin,Archer Daniels Midland Company
5666,Lucinda Good,Lincoln National Corporation
5667,Neil Hilliard,Nacco Industries Inc
5668,Ronnie Whittington,Southwest Airlines Co
5669,Tobias Oglesby,Comcast Corp.
5670,Norman Campbell,Hartford Financial Services Group Inc.
5671,Camryn Cousins,H.B. Fuller Company
5672,Griffin Greenlee,Henry Schein Inc.
5673,Arron Walker,MasTec Inc.
5674,Santiago Keegan,Allegheny Technologies Incorporated
5675,Marina Moon,Hartford Financial Services Group Inc.
5676,Ross Hamrick,Exelon Corporation
5677,Ruben Salcido,Staff Leasing Inc.
5678,Jaiden Monroe,Dynegy Inc.
5679,Jeff Holder,Boston Scientific Corporation
5680,Octavia Bryant,Conoco Inc
5681,Laura Barnette,Fidelity National Financial Inc.
5682,Gaven Flaherty,Western Gas Resources Inc
5683,Keana Liu,St. Jude Medical Inc
5684,Keona Leone,Systemax Inc.
5685,Justice Julian,Watsco Inc
5686,Jade Werner,Aetna Inc.
5687,Devonte Hess,TJX Companies Inc
5688,Shakira Botello,Safeguard Scientifics Inc.
5689,Lilian Pardo,Felcor Lodging Trust Inc.
5690,Ariel Davey,Gateway Inc.
5691,Ari Lorenzo,Carpenter Technology Corp.
5692,Dontae Watters,Family Dollar Stores Inc.
5693,Fredy Mchenry,Weatherford International Inc
5694,Ivy English,Frontier Oil Corp
5695,Alberto Shelley,National Service Industries Inc
5696,Amiyah Fogle,Pitney Bowes Inc.
5697,Liliana Street,Emerson Electric Co.
5698,Yolanda Darnell,Qwest Communications Intl Inc
5699,Ayana Casas,Newmont Mining Corporation
5700,Paxton Reilly,PeopleSoft Inc
5701,Magali Jung,E.W. Scripps Company
5702,Lena Duff,Union Pacific Corporation
5703,Dalton Brown,Pulte Homes Inc
5704,Kalee Arreola,Pacific Gas & Electric Corp.
5705,Kacie Cabral,Comcast Corp.
5706,Quinn Keaton,Sierra Pacific Resources
5707,Eleni Kemp,Lincoln National Corporation
5708,Ryley Levy,Trinity Industries Inc
5709,Greyson Hutchings,Cablevision Systems Corp
5710,Vernon Major,Caremark Rx Inc.
5711,Summer Lindsey,DaVita Inc.
5712,Tionne Cahill,Phillips Petroleum Co
5713,Makaila Whitaker,Hormel Foods Corp.
5714,Alma Rosenbaum,Convergys Corp.
5715,Dean Partridge,Provident Financial Group
5716,Karlee Mcalister,Alcoa Inc.
5717,Ty Waldrop,The Black & Decker Corporation
5718,Tabitha Gould,Outback Steakhouse Inc.
5719,Avery Raines,Maxim Integrated Products Inc.
5720,Misael Kilpatrick,Newmont Mining Corporation
5721,Jamie Ness,Mercury General Corporation
5722,Martina Burley,Maxxam Inc.
5723,Ashlee Maxwell,Marriott International Inc.
5724,Cedrick Ly,Unitrin Inc
5725,Kenneth McFarland,Health Management Associates Inc.
5726,Marcos Hamby,Tiffany & Co
5727,Gemma Shipman,Smurfit-Stone Container Corp
5728,Alanna Yancey,Foamex International Inc
5729,Isabelle Giles,Gentek Inc.
5730,Hayden Amador,CKE Restaurants Inc.
5731,Thaddeus Vazquez,Arkansas Best Corporation
5732,Gordon Culbertson,Silgan Holdings Inc.
5733,Adrian Travis,IMS Health Inc.
5734,Keara Faust,Equity Office Properties Trust
5735,Dequan Yeager,Level 3 Communications Inc.
5736,Jamie Ness,KB Home
5737,Devonta Provost,Unitrin Inc
5738,Debra Levin,Maytag Corporation
5739,Graciela Bertrand,Longs Drug Stores Corporation
5740,Jacinda Hooks,Ball Corporation
5741,Jackie Mohr,KPMG Consulting Inc.
5742,Betty Choi,Archer Daniels Midland Company
5743,Alton Bauer,Newell Rubbermaid Inc
5744,Lena Tinsley,Ferro Corp.
5745,Aubrie Griffin,USG Corporation
5746,Colten Moyer,Del Monte Foods Co
5747,Cornelius Vo,Cincinnati Financial Corp.
5748,Trever Dalton,Tellabs Inc.
5749,Braiden England,Encompass Services Corporation
5750,Maura Schneider,Trans World Entertainment Corp.
5751,Kaya Reyna,Constellation Brands Inc.
5752,Rodrigo Mullen,Interstate Bakeries Corporation
5753,Makenzi Martel,Stewart Information Services Corp
5754,Zane Beasley,Simon Property Group Inc
5755,Melody Putman,Philip Morris Companies Inc.
5756,Kaylah Hendrix,Agway Inc.
5757,Analisa Estep,Goldman Sachs Group Inc.
5758,Brynne Calabrese,Safeguard Scientifics Inc.
5759,Nyla Cody,Longs Drug Stores Corporation
5760,Cherish Kent,Energizer Holdings Inc.
5761,Adan Rhoades,Martin Marietta Materials Inc.
5762,Payton Guthrie,SouthTrust Corp.
5763,Gregory Acuna,Ocean Energy Inc
5764,Marianne Hines,PETsMART Inc
5765,Kenneth Whiting,EGL Inc.
5766,Denis Combs,IMC Global Inc.
5767,Francisco Lester,Ecolab Inc.
5768,Annalee Shanks,J.B. Hunt Transport Services Inc.
5769,Terrance Voss,Science Applications Intl. Inc.
5770,Dylan Clinton,AMC Entertainment Inc.
5771,Warren Lyons,BorgWarner Inc.
5772,Griffin Greenlee,Lam Research Corporation
5773,Osvaldo Blaylock,Vishay Intertechnology Inc
5774,Eli Beavers,WorldCom Inc
5775,Jameson Dawson,Solectron Corp
5776,Gabrielle Levy,Nabors Industries Inc
5777,Kyndall Truong,Omnicare Inc
5778,Nicolle Whitlock,Rockwell Collins Inc
5779,Emerson Strain,Ashland Inc.
5780,Catalina Burnside,WESCO International Inc
5781,Kiarra Parsons,Universal Forest Products Inc
5782,Ivana Hillman,Microsoft Corporation
5783,Zechariah Ferrara,Belo Corp.
5784,Tanner Jack,R.J. Reynolds Tobacco Company
5785,Lexie Haywood,Tenet Healthcare Corporation
5786,Jalynn Zhou,Fidelity National Financial Inc.
5787,Tamara Vaught,GATX Corporation
5788,Deana Bates,PPG Industries Inc
5789,Ian Bello,Health Management Associates Inc.
5790,Ansley Fogle,Provident Financial Group
5791,Jan Pritchett,Comverse Technology Inc.
5792,Kami Case,U.S. Bancorp
5793,Deangelo Gable,NVR Inc
5794,Tomas Weiss,Burlington Resources Inc.
5795,Wyatt Willoughby,PacifiCare Health Systems Inc
5796,Rhett Waters,Standard Pacific Corp.
5797,Lina Matheny,Goodrich Corporation
5798,Joey Wilkerson,Cox Communications Inc.
5799,Leeann Guzman,Fluor Corp
5800,Samir Garvey,Frontier Oil Corp
5801,Axel Desimone,Crompton Corp.
5802,Loren Delgado,Staples Inc
5803,Mariano Kirkpatrick,Kerr-McGee Corporation
5804,Jamel Burney,Hibernia Corp.
5805,Neha Corrigan,Adolph Coors Company
5806,Jaiden Monroe,Nash Finch Company
5807,Jaida Henning,Aon Corporation
5808,Mordechai Shank,Health Management Associates Inc.
5809,Darrin Liu,Abercrombie & Fitch Co.
5810,Keon Cook,Arkansas Best Corporation
5811,Konnor Mesa,Allegheny Technologies Incorporated
5812,Lidia Flanders,J.C. Penny Co.
5813,Destiney Erickson,Golden West Financial Corporation
5814,Margaret Jenkins,Charming Shoppes Inc.
5815,Maryann Barragan,Ceridian Corp.
5816,Jake Faircloth,Manpower Inc.
5817,Zainab McQueen,Storage Technology Corporation
5818,Daisy Cote,Fortune Brands Inc.
5819,Britton Schroeder,E.I. Du Pont de Nemours and Company
5820,Lyndsey McCrary,Baker Hughes Incorporated
5821,Nathaly Herrington,Citizens Communications Co.
5822,Emmanuel Ferraro,W.R. Berkley Corporation
5823,Aria Rader,TravelCenters of America Inc.
5824,Camryn Hannah,Sherwin-Williams Company
5825,Alberto Shelley,Cooper Industries Ltd.
5826,Ivonne Huber,Convergys Corp.
5827,Rhianna Villarreal,Carpenter Technology Corp.
5828,Issac Cintron,Crane Co.
5829,Brycen Donnell,AFLAC Incorporated
5830,Mattie Chandler,Unified Western Grocers Inc
5831,Maeve Lyman,Hasbro Inc.
5832,Antwan Blount,TMP Worldwide Inc
5833,Nash Timm,Genzyme Corporation
5834,Eleni Kemp,Cenex Harvest States Cooperatives
5835,Alyssa Cheatham,Charter One Financial Inc.
5836,Makaela Mesa,PSS World Medical Inc
5837,Kami Ruiz,SCI Systems Onc.
5838,Rubi Acevedo,First National of Nebraska Inc.
5839,Delanie Ellis,Thermo Electron Corporation
5840,Esperanza Kerns,Ross Stores Inc
5841,Abigale Bock,Colgate-Palmolive Co.
5842,Benton Edge,Eaton Corporation
5843,Annabel Marquardt,Unocal Corporation
5844,Kassandra Parson,CenturyTel Inc.
5845,Keelan Sosa,Caterpillar Inc.
5846,Giselle Fletcher,Value City Department Stores Inc
5847,Luiz Swenson,Agway Inc.
5848,Bethanie Leslie,Marsh & McLennan Companies Inc.
5849,Johnnie Wicker,Plains All American Pipeline LP
5850,Jarett Poirier,Chubb Corp
5851,Warren Zhao,Morgan Stanley Dean Witter & Co.
5852,Ariel Hewitt,Coca-Cola Enterprises Inc.
5853,Erika Dukes,Saks Inc
5854,Holly Wise,TRW Inc
5855,Gannon Salas,Shaw Group Inc
5856,Dezmond Washburn,Visteon Corporation
5857,Bishop Kessler,Louisiana-Pacific Corporation
5858,Nathanael Neuman,WorldCom Inc
5859,Benny Farr,NiSource Inc
5860,Elliott Jeter,St. Paul Cos.
5861,Daquan Biggs,Computer Associates International Inc.
5862,Zackery House,Temple-Inland Inc
5863,Dean Chandler,Echostar Communications Corporation
5864,Nash Kilpatrick,Mattel Inc.
5865,Arely Pullen,PETsMART Inc
5866,Erika Dukes,Kellogg Company
5867,Anton Barnett,Staples Inc
5868,Andre Ulloa,Loews Corporation
5869,Raina Grayson,Conseco Inc.
5870,Belinda Wood,CDI Corp.
5871,Kimberly Medlin,Harris Corp.
5872,Geneva Perrin,Newell Rubbermaid Inc
5873,Mariano Kirkpatrick,Sanmina-SCI Inc
5874,Jaquelin Do,Chiquita Brands International Inc.
5875,Gabriela McKinney,Viad Corp
5876,Kaytlyn Leach,Emerson Electric Co.
5877,Hudson Russell,American Power Conversion Corporation
5878,Rayshawn Corrigan,Outback Steakhouse Inc.
5879,Donnell Tejada,Protective Life Corp
5880,Serina Baltazar,Hartford Financial Services Group Inc.
5881,Efrain Warren,McKesson Corporation
5882,Jaylon Eastman,Kennametal Inc.
5883,Rigoberto Grissom,Hovnanian Enterprises Inc.
5884,Devin Holland,Comcast Corp.
5885,Harley Murdock,Enterprise Products Partners L.P.
5886,Yoselin Skidmore,Georgia-Pacific Corporation
5887,Deisy Shelley,Spartan Stores Inc
5888,Jessalyn Dobbins,GenCorp Inc.
5889,Breann Quigley,Potlatch Corp
5890,Sandra McGregor,General Motors Corporation
5891,Norma Partridge,Golden West Financial Corporation
5892,Avery Raines,Cabot Corp
5893,Kelvin Cobb,Pacific Gas & Electric Corp.
5894,Olivia Cabral,United Parcel Service Inc
5895,Tori Schroeder,Arkansas Best Corporation
5896,Yolanda Darnell,Belo Corp.
5897,Corrine Merriman,Dial Corporation
5898,Mackenzie Ralston,Allegheny Technologies Incorporated
5899,Shannon Rojas,Cendant Corp
5900,Alma Rosenbaum,Safeco Corp
5901,Christie Brien,USFreighways Corporation
5902,Susanna Lemus,Constellation Brands Inc.
5903,Zoe Persaud,PeopleSoft Inc
5904,Damien Sanders,Sonic Automotive Inc.
5905,Hunter Grossman,Trans World Entertainment Corp.
5906,Shannon Gallagher,Cooper Industries Ltd.
5907,Franklin Ferraro,Belo Corp.
5908,Silas Pressley,Atmos Energy Corporation
5909,Ryley Lawler,Marathon Oil Corporation
5910,Harry Chacon,Hormel Foods Corp.
5911,Killian Pyle,Nucor Corp
5912,Tavian Vernon,Raymond James Financial Inc.
5913,Annaliese McGill,Ball Corporation
5914,Jorge Musser,C. H. Robinson Worldwide Inc.
5915,Kaylen Hiatt,Harley-Davidson Inc.
5916,Jana Jimenez,Charter One Financial Inc.
5917,Tevin Meeks,On Semiconductor Corp
5918,Zoe Canfield,OfficeMax Inc
5919,Mikaila Barfield,Genesis Health Ventures Inc.
5920,Janessa Harvey,Cenex Harvest States Cooperatives
5921,Aaron Denny,National Service Industries Inc
5922,Keyara Drummond,Southern Union Company
5923,Khadijah Musser,Ecolab Inc.
5924,Jaiden Xiong,Jacobs Engineering Group Inc.
5925,Bryn Goble,Unitrin Inc
5926,Leroy Sewell,Eastman Chemical Company
5927,Keyana Velez,Reliance Steel & Aluminum Co.
5928,Mustafa Dodson,AMR Corporation
5929,Hassan Ballard,Liz Claiborne Inc.
5930,Pilar Marks,Harley-Davidson Inc.
5931,Cassandra Goad,IDT Corporation
5932,Milan Medrano,TXU Corp
5933,Joanna Woodward,National Service Industries Inc
5934,Damian Waterman,International Business Machines Corp.
5935,Kelsy Tipton,DTE Energy Co.
5936,Anika Mays,Johnson & Johnson
5937,Kenzie Lorenzo,La-Z-Boy Inc.
5938,Nicklaus Mckinley,The Boeing Company
5939,Finn Kellogg,Foot Locker Inc
5940,Lexy Baron,Nextel Communications Inc
5941,Abril Almanza,Maxxam Inc.
5942,Adia Dodd,Cummins Inc.
5943,Jordan Hundley,Tower Automotive Inc.
5944,Bill Free,First Tennessee National Corp.
5945,Harvey Hammond,Viad Corp
5946,Zane Vo,Petco Animal Supplies Inc.
5947,Mckayla Hobson,Norfolk Southern Corporation
5948,Bill Cannon,Cintas Corp.
5949,Dominick McMullen,IDT Corporation
5950,Anahi Burden,Level 3 Communications Inc.
5951,Myron Hawks,Dun & Bradstreet Inc.
5952,Brenden Chau,Office Depot Inc.
5953,Quinten Stapleton,Levi Strauss & Co.
5954,Uriel Graves,CDI Corp.
5955,Kalyn Galvez,Intuit Inc.
5956,Jordan Galvin,American Greetings Corporation
5957,Aliah Atwell,Johnson & Johnson
5958,Lidia Flanders,USFreighways Corporation
5959,Erik Duran,On Semiconductor Corp
5960,Judah Draper,Electronic Data Systems Corp.
5961,Benito Finch,SBC Communications Inc
5962,Samira Beal,Harris Corp.
5963,Sabrina Peterman,KLA-Tencor Corporation
5964,Levi Ennis,Timken Company
5965,Dina Brito,Sports Authority Inc
5966,Zainab Charles,TransMontaigne Inc
5967,Rhonda Hoyt,Stewart Information Services Corp
5968,Elvin Breaux,Gentek Inc.
5969,Kori Cooper,Merrill Lynch & Co. Inc.
5970,Aldo Higgs,CH2M Hill Cos. Ltd.
5971,Darcy Grubbs,The Black & Decker Corporation
5972,Ameer Begay,Varco International Inc
5973,Yvonne Sweeney,Mercury General Corporation
5974,Mordechai Shank,Deluxe Corporation
5975,Hans Merrell,AFLAC Incorporated
5976,Vicky Young,The McGraw-Hill Companies Inc.
5977,Mekhi Woodall,Michaels Stores Inc.
5978,Caleigh Manley,Levi Strauss & Co.
5979,Damon Singleton,CKE Restaurants Inc.
5980,Bonnie Sutter,United Stationers Inc
5981,Sariah Crespo,Circuit City Stores Inc.
5982,Braeden Rich,MPS Group Inc.
5983,Hillary Delagarza,Engelhard Corporation
5984,Bennett Schwartz,Solutia Inc
5985,Alexandre Jefferson,Milacron Inc.
5986,Ashely Littleton,UnitedHealth Group Incorporated
5987,Darian Mcgrew,Bethlehem Steel Corporation
5988,Yessenia Tavares,NCR Corporation
5989,Rylan Dawson,H.B. Fuller Company
5990,Kalli Mendez,Regions Financial Corp.
5991,Colby Olivares,Rockwell Collins Inc
5992,Tyler McCabe,Compuware Corp.
5993,Ahmed Branham,Morgan Stanley Dean Witter & Co.
5994,Kaliyah Brinkley,OGE Energy Corp
5995,Julio Bauman,Pulte Homes Inc
5996,Darrin Liu,The Black & Decker Corporation
5997,Josh Leyva,Longs Drug Stores Corporation
5998,Yehuda Vickers,Cytec Industries Inc.
5999,Rylee Roberts,Tenneco Automotive Inc.
6000,Julie Wimberly,Spherion Corp
6001,Tai Kohn,Quanta Services Inc.
6002,Maiya Canfield,Aon Corporation
6003,Annaliese Madden,IKON Office Solutions Inc.
6004,Mason Farr,Steelcase Inc
6005,Domenic Patel,Ryder System Inc
6006,Roxana Streeter,WestPoint Stevens Inc
6007,Kami Holmes,Simon Property Group Inc
6008,Dallas Burleson,SunTrust Banks Inc
6009,Eliza McArthur,Rockwell Automation Inc
6010,Brady Hemphill,Nextel Communications Inc
6011,Jenna Guerra,Unocal Corporation
6012,Cortez Hightower,Pro-Fac Cooperative Inc.
6013,Melina Harrington,Black Hills Corporation
6014,Lilian Hay,AmSouth Bancorp.
6015,Brenden Chau,Harsco Corp.
6016,Armani Carrillo,Kroger Co.
6017,Kameron Rincon,Washington Mutual Inc
6018,Kelley Deleon,IMC Global Inc.
6019,Alexzander Tennant,Sequa Corp
6020,Jorge Jarrell,Universal Corporation
6021,Mark Manley,Shopko Stores Inc
6022,Sean McGinnis,Mirant Corporation
6023,Monika Williamson,Huntington Bancshares Inc.
6024,Julien Dent,Owens-Illinois Inc
6025,Anika Thornton,Shaw Group Inc
6026,Hayden Nielson,Mattel Inc.
6027,Kade Ricketts,Timken Company
6028,Tai Merrill,MBNA Corporation
6029,Kirk Cantrell,Di Giorgio Corporation
6030,Julius Michaels,Markel Corporation
6031,Dezmond Leyva,Abercrombie & Fitch Co.
6032,Brenda Thao,Radio Shack Corporation
6033,Mustafa Vincent,Freeport McMoran Copper & Gold Inc.
6034,Humberto Hamby,Nextel Communications Inc
6035,Tyree Lorenzo,Dean Foods Company
6036,Korbin Beckett,McCormick & Company Incorporated
6037,Kali Tom,Cooper Tire & Rubber Co.
6038,Maryam Patton,Campbell Soup Co.
6039,Caitlin Vu,Apartment Investment and Management Company
6040,Bennett Nicholas,Providian Financial Corp.
6041,Miah Irvin,R.R. Donnelley & Sons Company
6042,Babygirl Gaddis,Hubbell Inc.
6043,Bonnie Sutter,Knight-Ridder Inc.
6044,Davin Bader,Lear Corporation
6045,Melina Chan,Publix Super Markets Inc.
6046,Rory Quinlan,Rohm & Haas Co.
6047,Rodney Gaddis,LSI Logic Corporation
6048,Shira Whelan,CH2M Hill Cos. Ltd.
6049,Victor Segovia,United Rentals Inc
6050,Ayden Patten,U.S. Bancorp
6051,Gabriela McKinney,DPL Inc.
6052,Jarrod Nickel,Mellon Financial Corporation
6053,Haven Vickers,Oshkosh Truck Corp
6054,Hillary Delagarza,Huntington Bancshares Inc.
6055,Justice Julian,Golden West Financial Corporation
6056,Mauro Edwards,Freeport McMoran Copper & Gold Inc.
6057,Ashleigh Skinner,Collins & Aikman Corp.
6058,Hassan Duong,Charter One Financial Inc.
6059,Jaylin Frazier,Equifax Inc.
6060,Gabriel Eaton,Noble Energy Inc
6061,Emerson Pinkerton,NTL Incorporated
6062,Christion Mills,SunTrust Banks Inc
6063,Issac Landers,Exide Technologies
6064,Zahra Hammons,Seaboard Corp
6065,Amaiya Tsai,Fisher Scientific International Inc.
6066,Damon Michaels,Adolph Coors Company
6067,Irma Bourque,Old Republic International Corp.
6068,August Horst,AFLAC Incorporated
6069,Lane Adair,Valero Energy Corporation
6070,Rena Outlaw,United Stationers Inc
6071,Ella Dell,American Standard Companies Inc.
6072,Breana Lind,Phar Mor Inc.
6073,Hezekiah Mullen,Ryerson Tull Inc
6074,Infant Bolin,Avery Dennison Corporation
6075,Jeniffer Fortune,St. Paul Cos.
6076,Nelson Killian,PNC Financial Services Group Inc.
6077,Ayden Garvin,Volt Information Sciences Inc
6078,Maverick Blackman,Safeway Inc
6079,Kristal McCutcheon,Equifax Inc.
6080,Issac Landers,WestPoint Stevens Inc
6081,Carter Harp,Western Gas Resources Inc
6082,Amelia Stanley,Parker Hannifin Corp.
6083,Rashad Duggan,Sequa Corp
6084,Jimmie Whiting,Carlisle Cos. Inc.
6085,Karla Christiansen,Mirant Corporation
6086,Kiya Cooke,Apartment Investment and Management Company
6087,Evelyn Kilgore,Vishay Intertechnology Inc
6088,Roy Ellsworth,Comdisco Inc.
6089,Jack Dawson,Tower Automotive Inc.
